Mutant ID,Munatnt Operator,Reference,Explanation,BugID,Bug identification,Patch
Condition Insertion (CI),CI[],PIT and Major,"The patch inserts a condition or conditional guard. Therefore, it corresponds to Condition Insertion.",bid207,Hessian-js,"diff --git a/lib/v1/encoder.js b/lib/v1/encoder.js
index 9141c86..007bd3c 100644
--- a/lib/v1/encoder.js
+++ b/lib/v1/encoder.js
@@ -299,7 +299,9 @@ proto._writeObject = function (obj) {
  * : {$class: 'java.lang.Map', $: {a: 1}}
  */
 proto.writeObject = function (obj) {
-  if (is.nullOrUndefined(obj)) {
+  if (is.nullOrUndefined(obj) || 
+    // : { a: { '$class': 'xxx', '$': null } }
+    (is.string(obj.$class) && is.nullOrUndefined(obj.$))) {
     debug('writeObject with a null');
     return this.writeNull();
   }
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 9 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid208,Hessian-js,"diff --git a/lib/v2/encoder.js b/lib/v2/encoder.js
index 9c9238e..649608c 100644
--- a/lib/v2/encoder.js
+++ b/lib/v2/encoder.js
@@ -19,6 +19,7 @@ var is = require('is-type-of');
 var util = require('util');
 var EncoderV1 = require('../v1/encoder');
 var javaObject = require('../object');
+var utility = require('utility');
 
 var SUPPORT_ES6_MAP = typeof Map === 'function' && typeof Map.prototype.forEach === 'function';
 
@@ -74,6 +75,7 @@ var INT_SHORT_ZERO = 0xd4;    // 212
  * ```
  */
 proto.writeInt = function (val) {
+  this._assertType('writeInt', 'int32', val);
   if (INT_DIRECT_MIN <= val && val <= INT_DIRECT_MAX) {
     this.byteBuffer.put(val + INT_ZERO);
   } else if (INT_BYTE_MIN <= val && val <= INT_BYTE_MAX) {
@@ -140,6 +142,10 @@ proto.writeInt = function (val) {
  * ```
  */
 proto.writeLong = function (val) {
+  if (typeof val !== 'number' && utility.isSafeNumberString(val)) {
+    val = Number(val);
+  }
+
   if (val >= -8 && val <= 15) {
     this.byteBuffer.put(val + 0xe0);
   } else if (val >= -2048 && val <= 2047) {
diff --git a/package.json b/package.json
index 3371c4c..7e20fa5 100644
--- a/package.json
+++ b/package.json
@@ -31,7 +31,8 @@
   ""dependencies"": {
     ""byte"": ""~1.1.1"",
     ""debug"": ""~2.1.3"",
-    ""is-type-of"": ""~0.3.1""
+    ""is-type-of"": ""~0.3.1"",
+    ""utility"": ""~1.4.0""
   },
   ""devDependencies"": {
     ""autod"": ""*"",
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 12 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid209,Hessian-js,"diff --git a/lib/v1/decoder.js b/lib/v1/decoder.js
index 3bbbe72..bc04fc6 100644
--- a/lib/v1/decoder.js
+++ b/lib/v1/decoder.js
@@ -412,10 +412,13 @@ proto.readObject = function (withType) {
   while (label !== 'z') {
     this.byteBuffer.position(this.byteBuffer.position() - 1);
     key = this.read();
+    var value = this.read(withType);
+    label = this.byteBuffer.getChar();
     // property name will auto transfer to a String type.
     debug('read object prop: %j with type: %s', key, withType);
-    result.$[key] = this.read(withType);
-    label = this.byteBuffer.getChar();
+    if (!/^this\$\d+$/.test(key)) {
+      result.$[key] = value;
+    }
   }
   debug('read object finish');
 
diff --git a/lib/v2/decoder.js b/lib/v2/decoder.js
index da12389..6943176 100644
--- a/lib/v2/decoder.js
+++ b/lib/v2/decoder.js
@@ -585,7 +585,10 @@ proto.readObject = function (withType) {
   var fields = cls.fields;
   for (var i = 0; i < fields.length; i++) {
     var name = fields[i];
-    result.$[name] = this.read(withType);
+    var value = this.read(withType);
+    if (!/^this\$\d+$/.test(name)) {
+      result.$[name] = value;
+    }
   }
 
   if (/Exception$/.test(cls.name)) {
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 6 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid210,Hessian-js,"diff --git a/lib/object.js b/lib/object.js
index ff765a7..4f70ab3 100644
--- a/lib/object.js
+++ b/lib/object.js
@@ -21,7 +21,9 @@ exports.DEFAULT_CLASSNAME = {
   string: 'java.lang.String',
   byteArray: '[B',
   list: 'java.util.ArrayList',
+  // iList: 'java.util.List',
   map: 'java.util.HashMap',
+  iMap: 'java.util.Map',
   exception: 'java.lang.RuntimeException'
 };
 
diff --git a/lib/v1/encoder.js b/lib/v1/encoder.js
index daac205..cb7a4b1 100644
--- a/lib/v1/encoder.js
+++ b/lib/v1/encoder.js
@@ -327,8 +327,8 @@ proto.writeObject = function (obj) {
     // : {a: 1}
     realObj = obj;
   } else {
-    // : {$class: 'java.utils.HashMap', $: {a: 1}}
-    className = obj.$class === javaObject.DEFAULT_CLASSNAME.map ? '' : obj.$class;
+    // : {$class: 'java.util.HashMap', $: {a: 1}}
+    className = obj.$class === javaObject.DEFAULT_CLASSNAME.map || obj.$class === javaObject.DEFAULT_CLASSNAME.iMap ? '' : obj.$class;
     realObj = obj.$;
   }
 
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 24 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid211,Hessian-js,"diff --git a/lib/utils.js b/lib/utils.js
index 92ff387..85f4d6a 100644
--- a/lib/utils.js
+++ b/lib/utils.js
@@ -10,13 +10,11 @@
 'use strict';
 
 var debug = require('debug')('hessian.js:utils');
+var Long = require('long');
 var object = require('./object');
 
-var MAX_INT_8 = exports.MAX_INT_8 = Math.pow(2, 7);
-var MAX_INT_16 = exports.MAX_INT_16 = Math.pow(2, 15);
-var MAX_INT_32 = exports.MAX_INT_32 = Math.pow(2, 31);
-var MAX_INT = exports.MAX_INT = Math.pow(2, 53);
-var MAX_INT_HIGH = exports.MAX_INT_HIGH = Math.pow(2, 21);
+var MAX_SAFE_INT = Long.fromNumber(Math.pow(2, 53) - 1);
+var MIN_SAFE_INT = Long.fromNumber(1 - Math.pow(2, 53));
 
 var MAX_BYTE_TRUNK_SIZE = exports.MAX_BYTE_TRUNK_SIZE = 0x8000;
 var MAX_CHAR_TRUNK_SIZE = exports.MAX_CHAR_TRUNK_SIZE = 0x8000;
@@ -39,14 +37,10 @@ exports.isJavaObject = function (type) {
 };
 
 exports.handleLong = function (val) {
-  var notSafeInt = val.high > MAX_INT_HIGH ||       // bigger than 2^54
-    (val.high === MAX_INT_HIGH && val.low > 0) ||   // between 2^53 ~ 2^54
-    val.high < -1 * MAX_INT_HIGH ||                 // smaller than -2^54
-    (val.high === -1 * MAX_INT_HIGH && val.low < 0);// between -2^54 ~ -2^53
-
-  if (notSafeInt) {
-    debug('[hessian.js Warning] Read a not safe long, translate it to string');
-    return val.toString();
+  if (val.greaterThan(MAX_SAFE_INT) || val.lessThan(MIN_SAFE_INT)) {
+    val = val.toString();
+    debug('[hessian.js Warning] Read a not safe long(%s), translate it to string', val);
+    return val;
   }
   return val.toNumber();
 };
diff --git a/package.json b/package.json
index bce8320..cefa1ae 100644
--- a/package.json
+++ b/package.json
@@ -36,7 +36,8 @@
     ""byte"": ""~1.1.1"",
     ""debug"": ""~2.2.0"",
     ""is-type-of"": ""~0.3.1"",
-    ""utility"": ""~1.4.0""
+    ""utility"": ""~1.4.0"",
+    ""long"": ""~3.0.1""
   },
   ""devDependencies"": {
     ""autod"": ""*"",
@@ -45,7 +46,6 @@
     ""istanbul"": ""*"",
     ""js-to-java"": ""~2.0.6"",
     ""jshint"": ""*"",
-    ""long"": ""~2.2.3"",
     ""mocha"": ""*"",
     ""should"": ""~5.2.0""
   },
"
Statament deletion(SD),SD[],PIT and Major,Statement deletion,bid212,Hessian-js,"diff --git a/lib/v1/decoder.js b/lib/v1/decoder.js
index 3609d37..3bbbe72 100644
--- a/lib/v1/decoder.js
+++ b/lib/v1/decoder.js
@@ -412,7 +412,7 @@ proto.readObject = function (withType) {
   while (label !== 'z') {
     this.byteBuffer.position(this.byteBuffer.position() - 1);
     key = this.read();
-    key = key.toString();
+    // property name will auto transfer to a String type.
     debug('read object prop: %j with type: %s', key, withType);
     result.$[key] = this.read(withType);
     label = this.byteBuffer.getChar();
"
Variable Assignment (VA),VA[],PIT and Major,variable assignment inserted,bid213,Hexo,"diff --git a/lib/plugins/console/generate.js b/lib/plugins/console/generate.js
index eeae4cb..ec2c6f1 100644
--- a/lib/plugins/console/generate.js
+++ b/lib/plugins/console/generate.js
@@ -13,6 +13,7 @@ var util = require('hexo-util');
 var join = pathFn.join;
 
 function generateConsole(args) {
+  args = args || {};
   var force = args.f || args.force;
   var route = this.route;
   var publicDir = this.public_dir;
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 30 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid214,Hexo,"diff --git a/lib/box/file.js b/lib/box/file.js
index d61ef48..c37d36c 100644
--- a/lib/box/file.js
+++ b/lib/box/file.js
@@ -3,6 +3,9 @@
 var fs = require('hexo-fs');
 var Promise = require('bluebird');
 
+var escapeBOM = fs.escapeBOM;
+var escapeEOL = fs.escapeEOL;
+
 function File(data){
   this.source = data.source;
   this.path = data.path;
@@ -17,10 +20,15 @@ function wrapReadOptions(options){
   if (typeof options === 'string') options = {encoding: options};
   if (!options.hasOwnProperty('encoding')) options.encoding = 'utf8';
   if (!options.hasOwnProperty('cache')) options.cache = true;
+  if (!options.hasOwnProperty('escape')) options.escape = true;
 
   return options;
 }
 
+function escapeContent(str){
+  return escapeBOM(escapeEOL(str));
+}
+
 File.prototype.read = function(options, callback){
   if (!callback && typeof options === 'function'){
     callback = options;
@@ -38,12 +46,12 @@ File.prototype.read = function(options, callback){
     }
 
     var encoding = options.encoding;
+    if (!encoding) return resolve(content);
 
-    if (encoding){
-      resolve(content.toString(encoding));
-    } else {
-      resolve(content);
-    }
+    var result = content.toString(encoding);
+    if (options.escape) return resolve(escapeContent(result));
+
+    resolve(result);
   }).nodeify(callback);
 };
 
@@ -57,12 +65,12 @@ File.prototype.readSync = function(options){
   }
 
   var encoding = options.encoding;
+  if (!encoding) return content;
 
-  if (encoding){
-    return content.toString(encoding);
-  } else {
-    return content;
-  }
+  var result = content.toString(encoding);
+  if (options.escape) return escapeContent(result);
+
+  return result;
 };
 
 File.prototype.stat = function(options, callback){
diff --git a/package.json b/package.json
index c6f2df6..09889b9 100644
--- a/package.json
+++ b/package.json
@@ -35,7 +35,7 @@
     ""chalk"": ""^0.5.1"",
     ""cheerio"": ""^0.18.0"",
     ""hexo-front-matter"": ""^0.2.1"",
-    ""hexo-fs"": ""^0.1.1"",
+    ""hexo-fs"": ""^0.1.2"",
     ""hexo-i18n"": ""^0.2.0"",
     ""hexo-util"": ""^0.1.2"",
     ""js-yaml"": ""^3.2.5"",
"
"Variable assignment(VA), Condition insertion(CI), Method parameter modification(MPM), Modification of return Value(MRV)","VA[],CI[]MPM[],MRV[]",PIT and Major,"Multi-line edits and complex structural changes. The patch has 8 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid215,Hexo,"diff --git a/lib/plugins/helper/is.js b/lib/plugins/helper/is.js
index 1608f85..c5c735f 100644
--- a/lib/plugins/helper/is.js
+++ b/lib/plugins/helper/is.js
@@ -22,17 +22,19 @@ function isCurrentHelper(path, strict){
 }
 
 function isHomeHelper(){
+  var path = this.path;
+
   /* jshint validthis: true */
-  if (this.path === '') return true;
+  if (!path || path === 'index.html') return true;
 
   var paginationDir = this.config.pagination_dir;
   var r = regexCache.home[paginationDir];
 
   if (!r){
-    r = regexCache.home[paginationDir] = new RegExp('^' + escapeRegExp(paginationDir) + '\\/\\d+\\/');
+    r = regexCache.home[paginationDir] = new RegExp('^' + escapeRegExp(paginationDir) + '\\/\\d+\\/(index\.html)?$');
   }
 
-  return r.test(this.path);
+  return r.test(path);
 }
 
 function isPostHelper(){
"
"Statment deletion(SD), Modifcation of return value(MRV)","SD[],MRV[]",PIT and Major,"Multi-line edits and complex structural changes. The patch has 5 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid216,Hexo,"diff --git a/lib/models/post_asset.js b/lib/models/post_asset.js
index 075ed60..dd87dcd 100644
--- a/lib/models/post_asset.js
+++ b/lib/models/post_asset.js
@@ -2,7 +2,6 @@
 
 var Schema = require('warehouse').Schema;
 var pathFn = require('path');
-var url = require('url');
 
 module.exports = function(ctx) {
   var PostAsset = new Schema({
@@ -18,7 +17,9 @@ module.exports = function(ctx) {
     var post = Post.findById(this.post);
     if (!post) return;
 
-    return url.resolve(post.path, this.slug);
+    // PostAsset.path is file path relative to `public_dir`
+    // no need to urlescape, #1562
+    return pathFn.join(post.path, this.slug);
   });
 
   PostAsset.virtual('source').get(function() {
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 18 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid217,Hexo,"diff --git a/lib/plugins/helper/is.js b/lib/plugins/helper/is.js
index 235904c..2124189 100644
--- a/lib/plugins/helper/is.js
+++ b/lib/plugins/helper/is.js
@@ -1,17 +1,29 @@
 'use strict';
 
 function isCurrentHelper(path, strict) {
-  path = path || '';
+  path = path || '/';
+  var currentPath = this.path.replace(/^[^\/].*/, function(_) {
+    return '/' + _;
+  });
 
   if (strict) {
     if (path[path.length - 1] === '/') path += 'index.html';
+    path = path.replace(/^[^\/].*/, function(_) {
+      return '/' + _;
+    });
 
-    return this.path === path;
+    return currentPath === path;
   }
 
   path = path.replace(/\/index\.html$/, '/');
 
-  return this.path.substring(0, path.length) === path;
+  if (path === '/') return currentPath === '/index.html';
+
+  path = path.replace(/^[^\/].*/, function(_) {
+    return '/' + _;
+  });
+
+  return currentPath.substring(0, path.length) === path;
 }
 
 function isHomeHelper() {
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 12 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid218,Hexo,"diff --git a/lib/models/post.js b/lib/models/post.js
index 558faea..27b9438 100644
--- a/lib/models/post.js
+++ b/lib/models/post.js
@@ -11,6 +11,14 @@ function pickID(data) {
   return data._id;
 }
 
+function removeEmptyTag(tags) {
+  return tags.filter(function(tag) {
+    return tag != null && tag !== '';
+  }).map(function(tag) {
+    return tag + '';
+  });
+}
+
 module.exports = function(ctx) {
   var Post = new Schema({
     id: String,
@@ -72,6 +80,8 @@ module.exports = function(ctx) {
   });
 
   Post.method('setTags', function(tags) {
+    tags = removeEmptyTag(tags);
+
     var PostTag = ctx.model('PostTag');
     var Tag = ctx.model('Tag');
     var id = this._id;
@@ -121,6 +131,8 @@ module.exports = function(ctx) {
   });
 
   Post.method('setCategories', function(cats) {
+    cats = removeEmptyTag(cats);
+
     var PostCategory = ctx.model('PostCategory');
     var Category = ctx.model('Category');
     var id = this._id;
"
Method call replacement(MCR),MCR[],PIT and Major,"The patch adds an import or require statement. Therefore, it corresponds to Import Statement Addition.",bid219,Hexo,"diff --git a/lib/plugins/helper/toc.js b/lib/plugins/helper/toc.js
index ef7d058..cb45495 100644
--- a/lib/plugins/helper/toc.js
+++ b/lib/plugins/helper/toc.js
@@ -1,6 +1,7 @@
 'use strict';
 
 var cheerio;
+const _ = require('lodash');
 
 function tocHelper(str, options) {
   options = options || {};
@@ -25,7 +26,7 @@ function tocHelper(str, options) {
   headings.each(function() {
     var level = +this.name[1];
     var id = $(this).attr('id');
-    var text = $(this).html();
+    var text = _.escape($(this).text());
 
     lastNumber[level - 1]++;
 
"
Modification of Return Value (MRV),MRV[],PIT and Major,"Multi-line edits and complex structural changes. The patch has 5 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid220,Hexo,"diff --git a/lib/plugins/helper/open_graph.js b/lib/plugins/helper/open_graph.js
index 718b31e..8180a95 100644
--- a/lib/plugins/helper/open_graph.js
+++ b/lib/plugins/helper/open_graph.js
@@ -85,8 +85,9 @@ function openGraphHelper(options) {
 
   images = images.map(function(path) {
     if (!urlFn.parse(path).host) {
-      if (path[0] !== '/') path = '/' + path;
-      return config.url + path;
+      // resolve `path`'s absolute path relative to current page's url
+      // `path` can be both absolute (starts with `/`) or relative.
+      return urlFn.resolve(url || config.url, path);
     }
 
     return path;
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 6 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid221,Hexo,"diff --git a/lib/plugins/helper/paginator.js b/lib/plugins/helper/paginator.js
index 946b6f8..b73e475 100644
--- a/lib/plugins/helper/paginator.js
+++ b/lib/plugins/helper/paginator.js
@@ -4,8 +4,8 @@ function paginatorHelper(options){
   /* jshint validthis: true */
   options = options || {};
 
-  var current = options.current || this.current || 0;
-  var total = options.total || this.total || 1;
+  var current = options.current || this.page.current || 0;
+  var total = options.total || this.page.total || 1;
   var endSize = options.hasOwnProperty('end_size') ? +options.end_size : 1;
   var midSize = options.hasOwnProperty('mid_size') ? +options.mid_size : 2;
   var space = options.hasOwnProperty('space') ? options.space : '&hellip;';
@@ -19,6 +19,8 @@ function paginatorHelper(options){
   var result = '';
   var i;
 
+  if (!current) return '';
+
   var currentPage = '<span class=""page-number current"">' +
     (transform ? transform(current) : current) +
     '</span>';
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 21 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid222,Hexo,"diff --git a/lib/box/index.js b/lib/box/index.js
index 9517850..5abb808 100644
--- a/lib/box/index.js
+++ b/lib/box/index.js
@@ -4,7 +4,6 @@ var _ = require('lodash');
 var File = require('./file');
 var util = require('hexo-util');
 var fs = require('hexo-fs');
-var prettyHrtime = require('pretty-hrtime');
 var crypto = require('crypto');
 var chalk = require('chalk');
 
@@ -291,7 +290,6 @@ Box.prototype._dispatch = function(item){
   var self = this;
   var ctx = this.context;
   var base = this.base;
-  var start = process.hrtime();
 
   // Skip processing files
   if (this.processingFiles[path]) return;
@@ -317,8 +315,7 @@ Box.prototype._dispatch = function(item){
     return Promise.method(processor.process).call(ctx, file).thenReturn(count + 1);
   }, 0).then(function(count){
     if (count){
-      var interval = prettyHrtime(process.hrtime(start));
-      ctx.log.debug('Processed in %s: %s', chalk.cyan(interval), chalk.magenta(path));
+      ctx.log.debug('Processed: %s', chalk.magenta(path));
     }
   }, function(err){
     ctx.log.error({err: err}, 'Process failed: %s', chalk.magenta(path));
diff --git a/lib/hexo/index.js b/lib/hexo/index.js
index 4dcfc58..079ebff 100644
--- a/lib/hexo/index.js
+++ b/lib/hexo/index.js
@@ -20,7 +20,6 @@ var Router = require('./router');
 var Theme = require('../theme');
 var defaultConfig = require('./default_config');
 var loadDatabase = require('./load_database');
-var prettyHrtime = require('pretty-hrtime');
 
 var libDir = pathFn.dirname(__dirname);
 var sep = pathFn.sep;
@@ -301,20 +300,17 @@ Hexo.prototype._generate = function(options){
     // Run generators
     return Promise.reduce(keys, function(result, key){
       var generator = generators[key];
-      var start = process.hrtime();
 
       return generator.call(self, siteLocals).then(function(data){
-        var interval = prettyHrtime(process.hrtime(start));
+        log.debug('Generator: %s', chalk.magenta(key));
 
-        log.debug('Generator in %s: %s', chalk.cyan(interval), chalk.magenta(key));
-
-        return data ? result.concat(data) : data;
+        return data ? result.concat(data) : result;
       });
     }, []);
   })
+  // Add routes
   .each(function(item){
-    // Add routes
-    if (item.path == null) return;
+    if (typeof item !== 'object' || item.path == null) return;
 
     var path = route.format(item.path);
     var data = item.data;
diff --git a/lib/plugins/console/generate.js b/lib/plugins/console/generate.js
index 826ff07..de27a2b 100644
--- a/lib/plugins/console/generate.js
+++ b/lib/plugins/console/generate.js
@@ -15,14 +15,12 @@ function generateConsole(args){
   function generateFile(path){
     var data = route.get(path);
     var dest = pathFn.join(publicDir, path);
-    var start = process.hrtime();
 
     // TODO: Retry when EMFILE error occurred
     return fs.ensureWriteStream(dest).then(function(stream){
       return pipeStream(data, stream);
     }).then(function(){
-      var interval = prettyHrtime(process.hrtime(start));
-      log.info('Generated in %s: %s', chalk.cyan(interval), chalk.magenta(path));
+      log.info('Generated: %s', chalk.magenta(path));
     });
   }
 
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 10 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid223,Hexo,"diff --git a/lib/hexo/index.js b/lib/hexo/index.js
index 4d1c2d0..2424307 100644
--- a/lib/hexo/index.js
+++ b/lib/hexo/index.js
@@ -23,6 +23,7 @@ var Theme = require('../theme');
 var Locals = require('./locals');
 var defaultConfig = require('./default_config');
 var loadDatabase = require('./load_database');
+var MultiConfigPath = require('./multi_config_path');
 
 var libDir = pathFn.dirname(__dirname);
 var sep = pathFn.sep;
@@ -32,6 +33,8 @@ function Hexo(base, args) {
   base = base || process.cwd();
   args = args || {};
 
+  var mcp = new MultiConfigPath(this);
+
   EventEmitter.call(this);
 
   this.base_dir = base + sep;
@@ -53,10 +56,6 @@ function Hexo(base, args) {
     init: false
   };
 
-  var multiConfigPath = require('./multi_config_path')(this);
-  this.config_path = args.config ? multiConfigPath(base, args.config)
-                                 : pathFn.join(base, '_config.yml');
-
   this.extend = {
     console: new extend.Console(),
     deployer: new extend.Deployer(),
@@ -90,6 +89,9 @@ function Hexo(base, args) {
     path: pathFn.join(base, 'db.json')
   });
 
+  this.config_path = args.config ? mcp(base, args.config)
+                                 : pathFn.join(base, '_config.yml');
+
   registerModels(this);
 
   this.source = new Source(this);
"
Method Parameter Modification (MPM),MPM[],PIT and Major,"The patch modifies the argument list of an existing method/function call. Therefore, it corresponds to Method Parameter Modification.",bid224,Hexo,"diff --git a/lib/hexo/post.js b/lib/hexo/post.js
index e1f0fff..db1ccb5 100644
--- a/lib/hexo/post.js
+++ b/lib/hexo/post.js
@@ -47,7 +47,7 @@ Post.prototype.create = function(data, replace, callback){
   var ctx = this.context;
   var config = ctx.config;
 
-  data.slug = slugize(data.slug || data.title, {transform: config.filename_case});
+  data.slug = slugize((data.slug || data.title).toString(), {transform: config.filename_case});
   data.layout = (data.layout || config.default_layout).toLowerCase();
   data.date = data.date ? moment(data.date) : moment();
 
@@ -204,7 +204,7 @@ Post.prototype.publish = function(data, replace, callback){
   var ctx = this.context;
   var config = ctx.config;
   var draftDir = pathFn.join(ctx.source_dir, '_drafts');
-  var slug = data.slug = slugize(data.slug, {transform: config.filename_case});
+  var slug = data.slug = slugize(data.slug.toString(), {transform: config.filename_case});
   var regex = new RegExp('^' + escapeRegExp(slug) + '(?:[^\\/\\\\]+)');
   var self = this;
   var src = '';
"
String Modification (SM),SM[],PIT and Major,"The patch modifies a string literal. Therefore, it corresponds to String Modification.",bid225,Karma,"diff --git a/lib/reporter.js b/lib/reporter.js
index ebf6dc2..9d350f4 100644
--- a/lib/reporter.js
+++ b/lib/reporter.js
@@ -21,7 +21,7 @@ var createErrorFormatter = function (basePath, emitter, SourceMapConsumer) {
     return null
   }
 
-  var URL_REGEXP = new RegExp('http:\\/\\/[^\\/]*\\/' +
+  var URL_REGEXP = new RegExp('(?:http:\\/\\/[^\\/]*)?\\/?' +
     '(base|absolute)' + // prefix
     '((?:[A-z]\\:)?[^\\?\\s\\:]*)' + // path
     '(\\?\\w*)?' + // sha
"
no,no,no,"Multi-line edits and complex structural changes. The patch has 11 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid226,Karma,"diff --git a/lib/middleware/proxy.js b/lib/middleware/proxy.js
index d84c7e4..1a4f31e 100644
--- a/lib/middleware/proxy.js
+++ b/lib/middleware/proxy.js
@@ -40,10 +40,15 @@ var parseProxyConfig = function (proxies, config) {
 
     var hostname = proxyDetails.hostname || config.hostname
     var protocol = proxyDetails.protocol || config.protocol
-    var port = proxyDetails.port || config.port ||
-      (proxyDetails.protocol === 'https:' ? '443' : '80')
     var https = proxyDetails.protocol === 'https:'
-
+    var port
+    if (proxyDetails.port) {
+      port = proxyDetails.port
+    } else if (proxyDetails.protocol) {
+      port = proxyDetails.protocol === 'https:' ? '443' : '80'
+    } else {
+      port = config.port
+    }
     var changeOrigin = 'changeOrigin' in proxyConfiguration ? proxyConfiguration.changeOrigin : false
     var proxy = httpProxy.createProxyServer({
       target: {
"
Modification of Return Value (MRV),MRV[],PIT and Major,"The patch modifies the value returned by a return statement. Therefore, it corresponds to Modification of Return Value.",bid227,Karma,"diff --git a/lib/reporter.js b/lib/reporter.js
index 72754c4..75d7bb5 100644
--- a/lib/reporter.js
+++ b/lib/reporter.js
@@ -96,7 +96,7 @@ var createErrorFormatter = function (config, emitter, SourceMapConsumer) {
 
     // allow the user to format the error
     if (config.formatError) {
-      msg = config.formatError(msg)
+      return config.formatError(msg)
     }
 
     return msg + '\n'
"
Modification of Condition Statement (MOCS),MOCS[],PIT and Major,Condition statement expression was modified,bid228,Karma,"diff --git a/lib/reporter.js b/lib/reporter.js
index fca44ec..dab5574 100644
--- a/lib/reporter.js
+++ b/lib/reporter.js
@@ -49,7 +49,7 @@ var createErrorFormatter = function (basePath, emitter, SourceMapConsumer) {
 
       var file = findFile(path)
 
-      if (file && file.sourceMap) {
+      if (file && file.sourceMap && line) {
         line = parseInt(line || '0', 10)
 
         column = parseInt(column, 10)
"
Variable Assignment (VA),VA[],PIT and Major,variable assignment inserted,bid229,Karma,"diff --git a/lib/reporters/progress.js b/lib/reporters/progress.js
index e437250..eb2f4f2 100644
--- a/lib/reporters/progress.js
+++ b/lib/reporters/progress.js
@@ -4,6 +4,7 @@ var ProgressReporter = function (formatError, reportSlow, useColors, browserCons
   BaseReporter.call(this, formatError, reportSlow, useColors, browserConsoleLogOptions)
 
   this.EXCLUSIVELY_USE_COLORS = false
+  this._browsers = []
 
   this.writeCommonMsg = function (msg) {
     this.write(this._remove() + msg + this._render())
"
"Variable assignment(VA), Condition insertion(CI), Modification return value(MRV)","VA[],CI[],MRV[]",PIT and Major,"Multi-line edits and complex structural changes. The patch has 7 changed lines, so it is not considered repairable by simple mutation operators under the >4-line rule.",bid230,Karma,"diff --git a/lib/cli.js b/lib/cli.js
index 4f3982c..a28b559 100644
--- a/lib/cli.js
+++ b/lib/cli.js
@@ -18,8 +18,13 @@ var processArgs = function(argv, options, fs, path) {
 
   // TODO(vojta): warn/throw when unknown argument (probably mispelled)
   Object.getOwnPropertyNames(argv).forEach(function(name) {
+    var argumentValue = argv[name];
     if (name !== '_' && name !== '$0') {
-      options[helper.dashToCamel(name)] = argv[name];
+      if (Array.isArray(argumentValue)) {
+        // If the same argument is defined multiple times, override.
+        argumentValue = argumentValue.pop();
+      }
+      options[helper.dashToCamel(name)] = argumentValue;
     }
   });
 
"
